cpu_addr,file_off,space,kind,name,size,evidence,confidence,source,notes
0x055784,0x055784,ext_flash,func,FUN_00055784,0x98,ghidra passat_azx_ori.bin 2026-09-15 @055784,hypothesis,ghidra,
0x05599C,0x05599C,ext_flash,func,FUN_0005599c,0xFC,ghidra passat_azx_ori.bin 2026-09-15 @05599C,hypothesis,ghidra,
0x055A98,0x055A98,ext_flash,func,FUN_00055a98,0x74,ghidra passat_azx_ori.bin 2026-09-15 @055A98,hypothesis,ghidra,
0x055B0C,0x055B0C,ext_flash,func,FUN_00055b0c,0x64,ghidra passat_azx_ori.bin 2026-09-15 @055B0C,hypothesis,ghidra,
0x055B70,0x055B70,ext_flash,func,FUN_00055b70,0x5C,ghidra passat_azx_ori.bin 2026-09-15 @055B70,hypothesis,ghidra,
0x055BCC,0x055BCC,ext_flash,func,FUN_00055bcc,0x70,ghidra passat_azx_ori.bin 2026-09-15 @055BCC,hypothesis,ghidra,
0x055C3C,0x055C3C,ext_flash,func,FUN_00055c3c,0x7C,ghidra passat_azx_ori.bin 2026-09-15 @055C3C,hypothesis,ghidra,
0x055CB8,0x055CB8,ext_flash,func,FUN_00055cb8,0x90,ghidra passat_azx_ori.bin 2026-09-15 @055CB8,hypothesis,ghidra,
0x055D48,0x055D48,ext_flash,func,FUN_00055d48,0x78,ghidra passat_azx_ori.bin 2026-09-15 @055D48,hypothesis,ghidra,
0x055DC0,0x055DC0,ext_flash,func,FUN_00055dc0,0x8C,ghidra passat_azx_ori.bin 2026-09-15 @055DC0,hypothesis,ghidra,
0x055E4C,0x055E4C,ext_flash,func,FUN_00055e4c,0x54,ghidra passat_azx_ori.bin 2026-09-15 @055E4C,hypothesis,ghidra,
0x055EA0,0x055EA0,ext_flash,func,FUN_00055ea0,0x50,ghidra passat_azx_ori.bin 2026-09-15 @055EA0,hypothesis,ghidra,
0x055EF0,0x055EF0,ext_flash,func,FUN_00055ef0,0x68,ghidra passat_azx_ori.bin 2026-09-15 @055EF0,hypothesis,ghidra,
0x055F58,0x055F58,ext_flash,func,FUN_00055f58,0x84,ghidra passat_azx_ori.bin 2026-09-15 @055F58,hypothesis,ghidra,
0x055FDC,0x055FDC,ext_flash,func,FUN_00055fdc,0x60,ghidra passat_azx_ori.bin 2026-09-15 @055FDC,hypothesis,ghidra,
0x05603C,0x05603C,ext_flash,func,FUN_0005603c,0x60,ghidra passat_azx_ori.bin 2026-09-15 @05603C,hypothesis,ghidra,
0x05609C,0x05609C,ext_flash,func,FUN_0005609c,0x60,ghidra passat_azx_ori.bin 2026-09-15 @05609C,hypothesis,ghidra,
0x0560FC,0x0560FC,ext_flash,func,FUN_000560fc,0x56C,ghidra passat_azx_ori.bin 2026-09-15 @0560FC,hypothesis,ghidra,
0x05666C,0x05666C,ext_flash,func,FUN_0005666c,0x290,ghidra passat_azx_ori.bin 2026-09-15 @05666C,hypothesis,ghidra,
0x0568FC,0x0568FC,ext_flash,func,FUN_000568fc,0x1C,ghidra passat_azx_ori.bin 2026-09-15 @0568FC,hypothesis,ghidra,
0x05691C,0x05691C,ext_flash,func,FUN_0005691c,0x178,ghidra passat_azx_ori.bin 2026-09-15 @05691C,hypothesis,ghidra,
0x056A94,0x056A94,ext_flash,func,FUN_00056a94,0x4,ghidra passat_azx_ori.bin 2026-09-15 @056A94,hypothesis,ghidra,
0x056A98,0x056A98,ext_flash,func,FUN_00056a98,0x1A0,ghidra passat_azx_ori.bin 2026-09-15 @056A98,hypothesis,ghidra,
0x056C38,0x056C38,ext_flash,func,FUN_00056c38,0x60,ghidra passat_azx_ori.bin 2026-09-15 @056C38,hypothesis,ghidra,
0x056EC8,0x056EC8,ext_flash,func,FUN_00056ec8,0x1B0,ghidra passat_azx_ori.bin 2026-09-15 @056EC8,hypothesis,ghidra,
0x057078,0x057078,ext_flash,func,FUN_00057078,0xEC,ghidra passat_azx_ori.bin 2026-09-15 @057078,hypothesis,ghidra,
0x057230,0x057230,ext_flash,func,FUN_00057230,0x28,ghidra passat_azx_ori.bin 2026-09-15 @057230,hypothesis,ghidra,
0x057258,0x057258,ext_flash,func,FUN_00057258,0x14,ghidra passat_azx_ori.bin 2026-09-15 @057258,hypothesis,ghidra,
0x05726C,0x05726C,ext_flash,func,FUN_0005726c,0x90,ghidra passat_azx_ori.bin 2026-09-15 @05726C,hypothesis,ghidra,
0x0572FC,0x0572FC,ext_flash,func,FUN_000572fc,0x88,ghidra passat_azx_ori.bin 2026-09-15 @0572FC,hypothesis,ghidra,
0x057384,0x057384,ext_flash,func,FUN_00057384,0xC0,ghidra passat_azx_ori.bin 2026-09-15 @057384,hypothesis,ghidra,
0x057444,0x057444,ext_flash,func,FUN_00057444,0x4,ghidra passat_azx_ori.bin 2026-09-15 @057444,hypothesis,ghidra,
0x057448,0x057448,ext_flash,func,FUN_00057448,0xE8,ghidra passat_azx_ori.bin 2026-09-15 @057448,hypothesis,ghidra,
0x057530,0x057530,ext_flash,func,FUN_00057530,0x4,ghidra passat_azx_ori.bin 2026-09-15 @057530,hypothesis,ghidra,
0x057534,0x057534,ext_flash,func,FUN_00057534,0x2A0,ghidra passat_azx_ori.bin 2026-09-15 @057534,hypothesis,ghidra,
0x0578E8,0x0578E8,ext_flash,func,FUN_000578e8,0x4,ghidra passat_azx_ori.bin 2026-09-15 @0578E8,hypothesis,ghidra,
0x0578EC,0x0578EC,ext_flash,func,FUN_000578ec,0x37C,ghidra passat_azx_ori.bin 2026-09-15 @0578EC,hypothesis,ghidra,
0x057C68,0x057C68,ext_flash,func,FUN_00057c68,0x11C,ghidra passat_azx_ori.bin 2026-09-15 @057C68,hypothesis,ghidra,
0x057D88,0x057D88,ext_flash,func,FUN_00057d88,0xF4,ghidra passat_azx_ori.bin 2026-09-15 @057D88,hypothesis,ghidra,
0x057E7C,0x057E7C,ext_flash,func,FUN_00057e7c,0x84,ghidra passat_azx_ori.bin 2026-09-15 @057E7C,hypothesis,ghidra,
0x057F04,0x057F04,ext_flash,func,FUN_00057f04,0x4B8,ghidra passat_azx_ori.bin 2026-09-15 @057F04,hypothesis,ghidra,
0x0583BC,0x0583BC,ext_flash,func,FUN_000583bc,0x174,ghidra passat_azx_ori.bin 2026-09-15 @0583BC,hypothesis,ghidra,
0x058534,0x058534,ext_flash,func,FUN_00058534,0xC48,ghidra passat_azx_ori.bin 2026-09-15 @058534,hypothesis,ghidra,
0x05917C,0x05917C,ext_flash,func,FUN_0005917c,0x30,ghidra passat_azx_ori.bin 2026-09-15 @05917C,hypothesis,ghidra,
0x059248,0x059248,ext_flash,func,FUN_00059248,0xD0,ghidra passat_azx_ori.bin 2026-09-15 @059248,hypothesis,ghidra,
0x059318,0x059318,ext_flash,func,FUN_00059318,0x44,ghidra passat_azx_ori.bin 2026-09-15 @059318,hypothesis,ghidra,
0x05935C,0x05935C,ext_flash,func,FUN_0005935c,0x50,ghidra passat_azx_ori.bin 2026-09-15 @05935C,hypothesis,ghidra,
0x0593AC,0x0593AC,ext_flash,func,FUN_000593ac,0x48,ghidra passat_azx_ori.bin 2026-09-15 @0593AC,hypothesis,ghidra,
0x0593F4,0x0593F4,ext_flash,func,FUN_000593f4,0x30,ghidra passat_azx_ori.bin 2026-09-15 @0593F4,hypothesis,ghidra,
0x059424,0x059424,ext_flash,func,FUN_00059424,0x54,ghidra passat_azx_ori.bin 2026-09-15 @059424,hypothesis,ghidra,
0x0594F8,0x0594F8,ext_flash,func,FUN_000594f8,0x11E0,ghidra passat_azx_ori.bin 2026-09-15 @0594F8,hypothesis,ghidra,
0x05A6F0,0x05A6F0,ext_flash,func,FUN_0005a6f0,0x19C,ghidra passat_azx_ori.bin 2026-09-15 @05A6F0,hypothesis,ghidra,
0x05A8A8,0x05A8A8,ext_flash,func,FUN_0005a8a8,0xA8,ghidra passat_azx_ori.bin 2026-09-15 @05A8A8,hypothesis,ghidra,
0x05A950,0x05A950,ext_flash,func,FUN_0005a950,0xE8,ghidra passat_azx_ori.bin 2026-09-15 @05A950,hypothesis,ghidra,
0x05AA3C,0x05AA3C,ext_flash,func,FUN_0005aa3c,0x1F0,ghidra passat_azx_ori.bin 2026-09-15 @05AA3C,hypothesis,ghidra,
0x05AC2C,0x05AC2C,ext_flash,func,FUN_0005ac2c,0x40,ghidra passat_azx_ori.bin 2026-09-15 @05AC2C,hypothesis,ghidra,
0x05AD10,0x05AD10,ext_flash,func,FUN_0005ad10,0x238,ghidra passat_azx_ori.bin 2026-09-15 @05AD10,hypothesis,ghidra,
0x05AF48,0x05AF48,ext_flash,func,FUN_0005af48,0x394,ghidra passat_azx_ori.bin 2026-09-15 @05AF48,hypothesis,ghidra,
0x05B2DC,0x05B2DC,ext_flash,func,FUN_0005b2dc,0x58,ghidra passat_azx_ori.bin 2026-09-15 @05B2DC,hypothesis,ghidra,
0x05B5DC,0x05B5DC,ext_flash,func,FUN_0005b5dc,0x4D4,ghidra passat_azx_ori.bin 2026-09-15 @05B5DC,hypothesis,ghidra,
0x05BF30,0x05BF30,ext_flash,func,FUN_0005bf30,0xA0,ghidra passat_azx_ori.bin 2026-09-15 @05BF30,hypothesis,ghidra,
0x05C060,0x05C060,ext_flash,func,FUN_0005c060,0x54,ghidra passat_azx_ori.bin 2026-09-15 @05C060,hypothesis,ghidra,
0x05C0B4,0x05C0B4,ext_flash,func,FUN_0005c0b4,0x50,ghidra passat_azx_ori.bin 2026-09-15 @05C0B4,hypothesis,ghidra,
0x05C1D4,0x05C1D4,ext_flash,func,FUN_0005c1d4,0x1A4,ghidra passat_azx_ori.bin 2026-09-15 @05C1D4,hypothesis,ghidra,
0x05C538,0x05C538,ext_flash,func,FUN_0005c538,0x590,ghidra passat_azx_ori.bin 2026-09-15 @05C538,hypothesis,ghidra,
0x05CAC8,0x05CAC8,ext_flash,func,FUN_0005cac8,0x120,ghidra passat_azx_ori.bin 2026-09-15 @05CAC8,hypothesis,ghidra,
0x05CBE8,0x05CBE8,ext_flash,func,kwp_sid_01_h2,0x2EC,ghidra passat_azx_ori.bin 2026-09-15 @05CBE8,static,ghidra,"KWP2000/OBD service 0x01 handler (h2), tbl_kwp_services[16]"
0x05CED4,0x05CED4,ext_flash,func,FUN_0005ced4,0x220,ghidra passat_azx_ori.bin 2026-09-15 @05CED4,hypothesis,ghidra,
0x05D0F4,0x05D0F4,ext_flash,func,kwp_sid_01_h1,0x4,ghidra passat_azx_ori.bin 2026-09-15 @05D0F4,static,ghidra,"KWP2000/OBD service 0x01 handler (h1), tbl_kwp_services[16]"
0x05D0F8,0x05D0F8,ext_flash,func,FUN_0005d0f8,0x2E4,ghidra passat_azx_ori.bin 2026-09-15 @05D0F8,hypothesis,ghidra,
0x05D4A0,0x05D4A0,ext_flash,func,FUN_0005d4a0,0xD8,ghidra passat_azx_ori.bin 2026-09-15 @05D4A0,hypothesis,ghidra,
0x05D584,0x05D584,ext_flash,func,FUN_0005d584,0x160,ghidra passat_azx_ori.bin 2026-09-15 @05D584,hypothesis,ghidra,
0x05D6E4,0x05D6E4,ext_flash,func,FUN_0005d6e4,0x150,ghidra passat_azx_ori.bin 2026-09-15 @05D6E4,hypothesis,ghidra,
0x05D834,0x05D834,ext_flash,func,FUN_0005d834,0x130,ghidra passat_azx_ori.bin 2026-09-15 @05D834,hypothesis,ghidra,
0x05D964,0x05D964,ext_flash,func,FUN_0005d964,0x138,ghidra passat_azx_ori.bin 2026-09-15 @05D964,hypothesis,ghidra,
0x05DAA0,0x05DAA0,ext_flash,func,FUN_0005daa0,0x4F0,ghidra passat_azx_ori.bin 2026-09-15 @05DAA0,hypothesis,ghidra,
0x05E03C,0x05E03C,ext_flash,func,FUN_0005e03c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @05E03C,hypothesis,ghidra,
0x05E040,0x05E040,ext_flash,func,FUN_0005e040,0xB8,ghidra passat_azx_ori.bin 2026-09-15 @05E040,hypothesis,ghidra,
0x05E0F8,0x05E0F8,ext_flash,func,FUN_0005e0f8,0xC0,ghidra passat_azx_ori.bin 2026-09-15 @05E0F8,hypothesis,ghidra,
0x05E1B8,0x05E1B8,ext_flash,func,FUN_0005e1b8,0x4,ghidra passat_azx_ori.bin 2026-09-15 @05E1B8,hypothesis,ghidra,
0x05E1BC,0x05E1BC,ext_flash,func,FUN_0005e1bc,0xAC,ghidra passat_azx_ori.bin 2026-09-15 @05E1BC,hypothesis,ghidra,
0x05E268,0x05E268,ext_flash,func,FUN_0005e268,0x60,ghidra passat_azx_ori.bin 2026-09-15 @05E268,hypothesis,ghidra,
0x05E2C8,0x05E2C8,ext_flash,func,FUN_0005e2c8,0xA8,ghidra passat_azx_ori.bin 2026-09-15 @05E2C8,hypothesis,ghidra,
0x05E3CC,0x05E3CC,ext_flash,func,FUN_0005e3cc,0x24,ghidra passat_azx_ori.bin 2026-09-15 @05E3CC,hypothesis,ghidra,
0x05E428,0x05E428,ext_flash,func,FUN_0005e428,0x7C,ghidra passat_azx_ori.bin 2026-09-15 @05E428,hypothesis,ghidra,
0x05E4A8,0x05E4A8,ext_flash,func,FUN_0005e4a8,0x1CC,ghidra passat_azx_ori.bin 2026-09-15 @05E4A8,hypothesis,ghidra,
0x05E678,0x05E678,ext_flash,func,FUN_0005e678,0x204,ghidra passat_azx_ori.bin 2026-09-15 @05E678,hypothesis,ghidra,
0x05E87C,0x05E87C,ext_flash,func,FUN_0005e87c,0x68,ghidra passat_azx_ori.bin 2026-09-15 @05E87C,hypothesis,ghidra,
0x05E934,0x05E934,ext_flash,func,FUN_0005e934,0x4,ghidra passat_azx_ori.bin 2026-09-15 @05E934,hypothesis,ghidra,
0x05E938,0x05E938,ext_flash,func,FUN_0005e938,0x8D8,ghidra passat_azx_ori.bin 2026-09-15 @05E938,hypothesis,ghidra,
0x05F24C,0x05F24C,ext_flash,func,FUN_0005f24c,0x224,ghidra passat_azx_ori.bin 2026-09-15 @05F24C,hypothesis,ghidra,
0x05F4C8,0x05F4C8,ext_flash,func,FUN_0005f4c8,0x34,ghidra passat_azx_ori.bin 2026-09-15 @05F4C8,hypothesis,ghidra,
0x05F4FC,0x05F4FC,ext_flash,func,FUN_0005f4fc,0x94,ghidra passat_azx_ori.bin 2026-09-15 @05F4FC,hypothesis,ghidra,
0x05F590,0x05F590,ext_flash,func,FUN_0005f590,0x18,ghidra passat_azx_ori.bin 2026-09-15 @05F590,hypothesis,ghidra,
0x05F5A8,0x05F5A8,ext_flash,func,FUN_0005f5a8,0xBC,ghidra passat_azx_ori.bin 2026-09-15 @05F5A8,hypothesis,ghidra,
0x05F664,0x05F664,ext_flash,func,FUN_0005f664,0xA8,ghidra passat_azx_ori.bin 2026-09-15 @05F664,hypothesis,ghidra,
0x05F70C,0x05F70C,ext_flash,func,FUN_0005f70c,0xBC,ghidra passat_azx_ori.bin 2026-09-15 @05F70C,hypothesis,ghidra,
0x05F7C8,0x05F7C8,ext_flash,func,FUN_0005f7c8,0x10,ghidra passat_azx_ori.bin 2026-09-15 @05F7C8,hypothesis,ghidra,
0x05F7D8,0x05F7D8,ext_flash,func,FUN_0005f7d8,0x20,ghidra passat_azx_ori.bin 2026-09-15 @05F7D8,hypothesis,ghidra,
0x05F7F8,0x05F7F8,ext_flash,func,FUN_0005f7f8,0x1F4,ghidra passat_azx_ori.bin 2026-09-15 @05F7F8,hypothesis,ghidra,
0x05F9EC,0x05F9EC,ext_flash,func,FUN_0005f9ec,0xC8,ghidra passat_azx_ori.bin 2026-09-15 @05F9EC,hypothesis,ghidra,
0x05FAB4,0x05FAB4,ext_flash,func,FUN_0005fab4,0x74,ghidra passat_azx_ori.bin 2026-09-15 @05FAB4,hypothesis,ghidra,
0x05FB28,0x05FB28,ext_flash,func,FUN_0005fb28,0x3C,ghidra passat_azx_ori.bin 2026-09-15 @05FB28,hypothesis,ghidra,
0x05FB64,0x05FB64,ext_flash,func,nvm_copy_address,0x60,ghidra passat_azx_ori.bin 2026-09-15 @05FB64,static,ghidra,"VERIFIED-STATIC eepAddr(blk, copy) = table[blk].addr + copy * ceil(len/32) * 32. B4 #18"
0x05FBC4,0x05FBC4,ext_flash,func,FUN_0005fbc4,0x6C,ghidra passat_azx_ori.bin 2026-09-15 @05FBC4,hypothesis,ghidra,
0x05FC30,0x05FC30,ext_flash,func,FUN_0005fc30,0x44,ghidra passat_azx_ori.bin 2026-09-15 @05FC30,hypothesis,ghidra,
0x05FC74,0x05FC74,ext_flash,func,FUN_0005fc74,0x54,ghidra passat_azx_ori.bin 2026-09-15 @05FC74,hypothesis,ghidra,
0x05FCC8,0x05FCC8,ext_flash,func,nvm_device_read_sm,0x4,ghidra passat_azx_ori.bin 2026-09-15 @05FCC8,static,ghidra,"VERIFIED-STATIC per-block device read state machine (0x7FADAC): calls (*0x7FAB70)(eepAddr, len, buf, &status), verifies the checksum, retries and falls back to the second copy. B4 #18"
0x05FCCC,0x05FCCC,ext_flash,func,FUN_0005fccc,0x858,ghidra passat_azx_ori.bin 2026-09-15 @05FCCC,hypothesis,ghidra,
0x060524,0x060524,ext_flash,func,nvm_device_write_sm,0x4,ghidra passat_azx_ori.bin 2026-09-15 @060524,static,ghidra,VERIFIED-STATIC per-block device write state machine. B4 #18
0x060528,0x060528,ext_flash,func,FUN_00060528,0x4C0,ghidra passat_azx_ori.bin 2026-09-15 @060528,hypothesis,ghidra,
0x0609E8,0x0609E8,ext_flash,func,FUN_000609e8,0x14,ghidra passat_azx_ori.bin 2026-09-15 @0609E8,hypothesis,ghidra,
0x0609FC,0x0609FC,ext_flash,func,FUN_000609fc,0x44,ghidra passat_azx_ori.bin 2026-09-15 @0609FC,hypothesis,ghidra,
0x060A40,0x060A40,ext_flash,func,FUN_00060a40,0xC,ghidra passat_azx_ori.bin 2026-09-15 @060A40,hypothesis,ghidra,
0x060A4C,0x060A4C,ext_flash,func,FUN_00060a4c,0x1C,ghidra passat_azx_ori.bin 2026-09-15 @060A4C,hypothesis,ghidra,
0x060A68,0x060A68,ext_flash,func,nvm_queue_pump,0x4,ghidra passat_azx_ori.bin 2026-09-15 @060A68,static,ghidra,"VERIFIED-STATIC EEP_CONF request-queue state machine (0x7FADAB), states 0x20-0x27. B4 #18, re/findings/eeprom.md 3.5"
0x060A6C,0x060A6C,ext_flash,func,FUN_00060a6c,0x890,ghidra passat_azx_ori.bin 2026-09-15 @060A6C,hypothesis,ghidra,
0x06131C,0x06131C,ext_flash,func,nvm_block_request,0x4,ghidra passat_azx_ori.bin 2026-09-15 @06131C,static,ghidra,"VERIFIED-STATIC nvm(blk, off, len, mode, buf, handle) -- the EEP_CONF API. Called via lis/addi + mtlr + blrl, never with bl. Stage fields with len>0 (returns 2), then commit with len=0, buf=0, handle!=0 (returns 1). B4 #18, re/findings/eeprom.md 3.1"
0x061320,0x061320,ext_flash,func,FUN_00061320,0x5A0,ghidra passat_azx_ori.bin 2026-09-15 @061320,hypothesis,ghidra,
0x0618EC,0x0618EC,ext_flash,func,FUN_000618ec,0x2C,ghidra passat_azx_ori.bin 2026-09-15 @0618EC,hypothesis,ghidra,
0x061918,0x061918,ext_flash,func,FUN_00061918,0x2C,ghidra passat_azx_ori.bin 2026-09-15 @061918,hypothesis,ghidra,
0x061944,0x061944,ext_flash,func,nvm_pump_from_background,0x2C,ghidra passat_azx_ori.bin 2026-09-15 @061944,static,ghidra,VERIFIED-STATIC thin wrapper that drives nvm_queue_pump; called from the background tasks at 0x1205A0 and 0x4328E4. B4 #18
0x061970,0x061970,ext_flash,func,FUN_00061970,0x2C,ghidra passat_azx_ori.bin 2026-09-15 @061970,hypothesis,ghidra,
0x0619AC,0x0619AC,ext_flash,func,nvm_checksum_verify,0x9C,ghidra passat_azx_ori.bin 2026-09-15 @0619AC,static,ghidra,"VERIFIED-STATIC returns (sum16(payload[0..len-3]) + u16be(payload[len-2])) == 0xFFFF. Block 0 is exempt. B4 #18, re/findings/eeprom.md 3.4"
0x061A48,0x061A48,ext_flash,func,nvm_checksum_generate,0x7C,ghidra passat_azx_ori.bin 2026-09-15 @061A48,static,ghidra,"VERIFIED-STATIC writes ~sum16(payload[0..len-3]) as a big-endian u16 at payload offset len-2, in place. B4 #18"
0x061AC4,0x061AC4,ext_flash,func,nvm_checksum_generate_copy,0x58,ghidra passat_azx_ori.bin 2026-09-15 @061AC4,static,ghidra,VERIFIED-STATIC same as nvm_checksum_generate but copies src->dst while summing. B4 #18
0x061B2C,0x061B2C,ext_flash,func,FUN_00061b2c,0xC8,ghidra passat_azx_ori.bin 2026-09-15 @061B2C,hypothesis,ghidra,
0x061BF4,0x061BF4,ext_flash,func,FUN_00061bf4,0xD8,ghidra passat_azx_ori.bin 2026-09-15 @061BF4,hypothesis,ghidra,
0x061CCC,0x061CCC,ext_flash,func,FUN_00061ccc,0x4,ghidra passat_azx_ori.bin 2026-09-15 @061CCC,hypothesis,ghidra,
0x061CD0,0x061CD0,ext_flash,func,nvm_block_read_with_retries,0x94,ghidra passat_azx_ori.bin 2026-09-15 @061CD0,static,ghidra,"VERIFIED-STATIC reads one block through (*0x7FAB70), up to 3 attempts, then hands over to the pointer at 0x7FAB78. B4 #18"
0x061D64,0x061D64,ext_flash,func,FUN_00061d64,0x94,ghidra passat_azx_ori.bin 2026-09-15 @061D64,hypothesis,ghidra,
0x061DF8,0x061DF8,ext_flash,func,FUN_00061df8,0x184,ghidra passat_azx_ori.bin 2026-09-15 @061DF8,hypothesis,ghidra,
0x061F80,0x061F80,ext_flash,func,FUN_00061f80,0x230,ghidra passat_azx_ori.bin 2026-09-15 @061F80,hypothesis,ghidra,
0x0621B0,0x0621B0,ext_flash,func,FUN_000621b0,0xCC,ghidra passat_azx_ori.bin 2026-09-15 @0621B0,hypothesis,ghidra,
0x06227C,0x06227C,ext_flash,func,FUN_0006227c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @06227C,hypothesis,ghidra,
0x062280,0x062280,ext_flash,func,nvm_read_all_blocks,0x2D8,ghidra passat_azx_ori.bin 2026-09-15 @062280,static,ghidra,"VERIFIED-STATIC walks every EEP_CONF block, reads it from the device and verifies its checksum -- the start-up read (FR EEPINIKW). Reached through a pointer, no static caller. B4 #18"
0x062558,0x062558,ext_flash,func,FUN_00062558,0x7C,ghidra passat_azx_ori.bin 2026-09-15 @062558,hypothesis,ghidra,
0x0625D4,0x0625D4,ext_flash,func,FUN_000625d4,0x50,ghidra passat_azx_ori.bin 2026-09-15 @0625D4,hypothesis,ghidra,
0x062624,0x062624,ext_flash,func,FUN_00062624,0x5C,ghidra passat_azx_ori.bin 2026-09-15 @062624,hypothesis,ghidra,
0x062680,0x062680,ext_flash,func,FUN_00062680,0x4,ghidra passat_azx_ori.bin 2026-09-15 @062680,hypothesis,ghidra,
0x062684,0x062684,ext_flash,func,FUN_00062684,0x70,ghidra passat_azx_ori.bin 2026-09-15 @062684,hypothesis,ghidra,
0x0626F4,0x0626F4,ext_flash,func,FUN_000626f4,0x48,ghidra passat_azx_ori.bin 2026-09-15 @0626F4,hypothesis,ghidra,
0x06273C,0x06273C,ext_flash,func,FUN_0006273c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @06273C,hypothesis,ghidra,
0x062740,0x062740,ext_flash,func,nvm_write_all_blocks,0x2DC,ghidra passat_azx_ori.bin 2026-09-15 @062740,static,ghidra,"VERIFIED-STATIC walks every EEP_CONF block, regenerates the checksum and writes it to the device -- the write-back. Reached through a pointer, no static caller. B4 #18"
0x062A1C,0x062A1C,ext_flash,func,FUN_00062a1c,0x74,ghidra passat_azx_ori.bin 2026-09-15 @062A1C,hypothesis,ghidra,
0x062A90,0x062A90,ext_flash,func,FUN_00062a90,0x28,ghidra passat_azx_ori.bin 2026-09-15 @062A90,hypothesis,ghidra,
0x062AB8,0x062AB8,ext_flash,func,FUN_00062ab8,0x50,ghidra passat_azx_ori.bin 2026-09-15 @062AB8,hypothesis,ghidra,
0x062B08,0x062B08,ext_flash,func,FUN_00062b08,0x4,ghidra passat_azx_ori.bin 2026-09-15 @062B08,hypothesis,ghidra,
0x062B0C,0x062B0C,ext_flash,func,FUN_00062b0c,0x12C,ghidra passat_azx_ori.bin 2026-09-15 @062B0C,hypothesis,ghidra,
0x062C3C,0x062C3C,ext_flash,func,FUN_00062c3c,0x254,ghidra passat_azx_ori.bin 2026-09-15 @062C3C,hypothesis,ghidra,
0x062E90,0x062E90,ext_flash,func,FUN_00062e90,0x74,ghidra passat_azx_ori.bin 2026-09-15 @062E90,hypothesis,ghidra,
0x062F04,0x062F04,ext_flash,func,FUN_00062f04,0xAC,ghidra passat_azx_ori.bin 2026-09-15 @062F04,hypothesis,ghidra,
0x062FB0,0x062FB0,ext_flash,func,FUN_00062fb0,0xAC,ghidra passat_azx_ori.bin 2026-09-15 @062FB0,hypothesis,ghidra,
0x06305C,0x06305C,ext_flash,func,FUN_0006305c,0x38,ghidra passat_azx_ori.bin 2026-09-15 @06305C,hypothesis,ghidra,
0x063094,0x063094,ext_flash,func,FUN_00063094,0x2C,ghidra passat_azx_ori.bin 2026-09-15 @063094,hypothesis,ghidra,
0x0630C0,0x0630C0,ext_flash,func,FUN_000630c0,0x2C,ghidra passat_azx_ori.bin 2026-09-15 @0630C0,hypothesis,ghidra,
0x0630EC,0x0630EC,ext_flash,func,FUN_000630ec,0x634,ghidra passat_azx_ori.bin 2026-09-15 @0630EC,hypothesis,ghidra,
0x06391C,0x06391C,ext_flash,func,FUN_0006391c,0x4,ghidra passat_azx_ori.bin 2026-09-15 @06391C,hypothesis,ghidra,
0x063920,0x063920,ext_flash,func,FUN_00063920,0x1BC,ghidra passat_azx_ori.bin 2026-09-15 @063920,hypothesis,ghidra,
0x063C3C,0x063C3C,ext_flash,func,FUN_00063c3c,0x2C,ghidra passat_azx_ori.bin 2026-09-15 @063C3C,hypothesis,ghidra,
0x063CB4,0x063CB4,ext_flash,func,FUN_00063cb4,0x98,ghidra passat_azx_ori.bin 2026-09-15 @063CB4,hypothesis,ghidra,
0x063D4C,0x063D4C,ext_flash,func,FUN_00063d4c,0x1BC,ghidra passat_azx_ori.bin 2026-09-15 @063D4C,hypothesis,ghidra,
0x063F48,0x063F48,ext_flash,func,FUN_00063f48,0x14,ghidra passat_azx_ori.bin 2026-09-15 @063F48,hypothesis,ghidra,
0x063F60,0x063F60,ext_flash,func,FUN_00063f60,0x98,ghidra passat_azx_ori.bin 2026-09-15 @063F60,hypothesis,ghidra,
0x064080,0x064080,ext_flash,func,FUN_00064080,0x210,ghidra passat_azx_ori.bin 2026-09-15 @064080,hypothesis,ghidra,
0x064290,0x064290,ext_flash,func,FUN_00064290,0xF4,ghidra passat_azx_ori.bin 2026-09-15 @064290,hypothesis,ghidra,
0x064384,0x064384,ext_flash,func,FUN_00064384,0x74,ghidra passat_azx_ori.bin 2026-09-15 @064384,hypothesis,ghidra,
0x0643F8,0x0643F8,ext_flash,func,FUN_000643f8,0xC0,ghidra passat_azx_ori.bin 2026-09-15 @0643F8,hypothesis,ghidra,
0x0644B8,0x0644B8,ext_flash,func,FUN_000644b8,0x428,ghidra passat_azx_ori.bin 2026-09-15 @0644B8,hypothesis,ghidra,
0x0648E0,0x0648E0,ext_flash,func,FUN_000648e0,0x258,ghidra passat_azx_ori.bin 2026-09-15 @0648E0,hypothesis,ghidra,
0x064B38,0x064B38,ext_flash,func,FUN_00064b38,0xB4,ghidra passat_azx_ori.bin 2026-09-15 @064B38,hypothesis,ghidra,
0x064BF0,0x064BF0,ext_flash,func,FUN_00064bf0,0xFC,ghidra passat_azx_ori.bin 2026-09-15 @064BF0,hypothesis,ghidra,
0x064EBC,0x064EBC,ext_flash,func,FUN_00064ebc,0x3C,ghidra passat_azx_ori.bin 2026-09-15 @064EBC,hypothesis,ghidra,
